,,country_code,country,sector,urbanity,all,lowest,low,middle,higher
sector,127,BIH,Bosnia and Herzegovina,Financialservices,urban,162.98,0.0,47.62,105.61,261.47
sector,128,BIH,Bosnia and Herzegovina,Othergoodsandservices,urban,1336.91,122.77,241.8,750.47,2323.74
sector,129,BIH,Bosnia and Herzegovina,Appliances.,urban,292.05,127.08,72.72,182.05,479.55
sector,130,BRA,Brazil,Alsectors,urban,4527.48,777.42,2194.27,5560.23,17474.99
sector,131,BRA,Brazil,Foodandbeverages,urban,1019.25,270.78,705.74,1409.33,2490.83
sector,132,BRA,Brazil,Clothingandfootwear,urban,278.96,67.35,176.96,378.39,777.74
sector,133,BRA,Brazil,Housing,urban,282.86,46.2,132.54,360.65,1076.12
sector,134,BRA,Brazil,Energy,urban,222.6,104.23,183.55,278.24,431.58
sector,135,BRA,Brazil,Transport,urban,1065.05,78.11,328.83,1236.12,5232.67
sector,136,BRA,Brazil,Water,urban,66.55,31.9,58.33,84.8,109.72
sector,137,BRA,Brazil,Educationsector,urban,164.59,6.39,34.63,221.74,794.83
sector,138,BRA,Brazil,Health,urban,381.98,58.66,186.98,501.85,1386.94
sector,139,BRA,Brazil,ICT,urban,146.31,16.02,79.36,216.29,444.69
sector,140,BRA,Brazil,Financialservices,urban,3.8,0.15,1.55,5.89,13.27
sector,141,BRA,Brazil,Othergoodsandservices,urban,806.87,76.63,245.75,745.99,4485.4
sector,142,BRA,Brazil,Appliances.,urban,88.66,20.99,60.05,120.94,231.21
sector,143,BGR,Bulgaria,Alsectors,urban,5667.03,951.42,2638.71,5631.02,12062.27
sector,144,BGR,Bulgaria,Foodandbeverages,urban,2080.46,496.93,1100.84,2093.23,3995.76
sector,145,BGR,Bulgaria,Clothingandfootwear,urban,204.72,45.42,74.97,196.27,518.58
sector,146,BGR,Bulgaria,Housing,urban,1225.74,155.77,528.75,1233.44,2589.87
sector,147,BGR,Bulgaria,Energy,urban,546.88,134.98,345.68,571.62,805.88
sector,148,BGR,Bulgaria,Transport,urban,416.71,0.28,78.2,382.68,1314.89
sector,149,BGR,Bulgaria,Water,urban,101.27,9.23,73.16,105.85,134.74
sector,150,BGR,Bulgaria,Educationsector,urban,119.04,7.09,43.23,110.64,327.88
sector,151,BGR,Bulgaria,Health,urban,0.0,0.0,0.0,0.0,0.0
sector,152,BGR,Bulgaria,ICT,urban,215.0,0.0,65.31,210.14,549.01
sector,153,BGR,Bulgaria,Financialservices,urban,0.19,0.04,0.02,0.15,0.79
sector,154,BGR,Bulgaria,Othergoodsandservices,urban,667.06,84.07,286.14,638.88,1626.36
sector,155,BGR,Bulgaria,Appliances.,urban,89.96,17.61,42.42,88.12,198.52
sector,156,BFA,Burkina Faso,Alsectors,urban,932.59,607.63,1796.05,5038.17,11546.36
sector,157,BFA,Burkina Faso,Foodandbeverages,urban,314.16,248.19,530.28,759.6,1172.45
sector,158,BFA,Burkina Faso,Clothingandfootwear,urban,81.43,54.25,164.71,321.69,463.46
sector,159,BFA,Burkina Faso,Housing,urban,127.27,81.91,242.38,759.33,1294.07
sector,160,BFA,Burkina Faso,Energy,urban,59.44,41.71,109.77,250.63,671.77
sector,161,BFA,Burkina Faso,Transport,urban,125.53,50.34,291.69,1380.5,4595.1
sector,162,BFA,Burkina Faso,Water,urban,19.74,14.03,35.81,83.13,179.39
sector,163,BFA,Burkina Faso,Educationsector,urban,29.8,17.55,60.02,208.1,417.41
sector,164,BFA,Burkina Faso,Health,urban,24.47,15.9,45.36,148.39,524.43
sector,165,BFA,Burkina Faso,ICT,urban,58.93,26.9,139.68,514.61,618.92
sector,166,BFA,Burkina Faso,Financialservices,urban,1.49,0.12,2.6,44.41,14.21
sector,167,BFA,Burkina Faso,Othergoodsandservices,urban,71.63,43.95,136.87,496.67,1464.89
sector,168,BFA,Burkina Faso,Appliances.,urban,18.71,12.77,36.89,71.1,130.27
sector,169,BDI,Burundi,Alsectors,urban,760.46,503.8,1797.37,4105.28,
sector,170,BDI,Burundi,Foodandbeverages,urban,417.47,308.35,873.39,1352.86,
sector,171,BDI,Burundi,Clothingandfootwear,urban,43.93,27.7,109.21,264.7,
sector,172,BDI,Burundi,Housing,urban,55.51,27.62,163.56,568.3,
sector,173,BDI,Burundi,Energy,urban,56.23,46.07,97.52,180.21,
sector,174,BDI,Burundi,Transport,urban,54.15,17.82,192.17,809.76,
sector,175,BDI,Burundi,Water,urban,8.94,4.67,26.7,47.81,
sector,176,BDI,Burundi,Educationsector,urban,14.78,7.91,42.96,89.29,
sector,177,BDI,Burundi,Health,urban,33.88,26.76,60.57,193.43,
sector,178,BDI,Burundi,ICT,urban,19.66,6.94,71.6,168.69,
sector,179,BDI,Burundi,Financialservices,urban,0.0,0.0,0.0,0.0,
sector,180,BDI,Burundi,Othergoodsandservices,urban,54.62,28.97,157.03,428.58,
sector,181,BDI,Burundi,Appliances.,urban,1.29,0.98,2.68,1.66,
sector,182,KHM,Cambodia,Alsectors,urban,2500.2,785.32,2153.17,4803.39,16051.87
sector,183,KHM,Cambodia,Foodandbeverages,urban,989.9,476.87,1006.68,1616.34,1955.99
sector,184,KHM,Cambodia,Clothingandfootwear,urban,55.7,19.22,52.94,109.49,111.6
sector,185,KHM,Cambodia,Housing,urban,633.44,82.66,442.41,1448.42,6485.56
sector,186,KHM,Cambodia,Energy,urban,138.72,53.44,135.79,251.93,348.67
sector,187,KHM,Cambodia,Transport,urban,342.53,39.51,181.41,753.51,6049.75
sector,188,KHM,Cambodia,Water,urban,23.09,7.23,24.78,40.01,51.77
sector,189,KHM,Cambodia,Educationsector,urban,84.23,15.88,84.26,173.66,193.5
sector,190,KHM,Cambodia,Health,urban,64.36,32.85,71.43,85.63,192.16
sector,191,KHM,Cambodia,ICT,urban,23.35,3.35,20.74,49.93,136.92
sector,192,KHM,Cambodia,Financialservices,urban,0.0,0.0,0.0,0.0,0.0
sector,193,KHM,Cambodia,Othergoodsandservices,urban,125.3,42.55,114.3,241.67,501.74
sector,194,KHM,Cambodia,Appliances.,urban,19.59,11.77,18.42,32.8,24.21
sector,195,CMR,Cameroon,Alsectors,urban,1213.97,710.94,1842.83,4611.35,13365.16
sector,196,CMR,Cameroon,Foodandbeverages,urban,478.16,327.33,702.56,1208.25,1593.6
sector,197,CMR,Cameroon,Clothingandfootwear,urban,102.6,58.4,157.66,418.52,681.47
sector,198,CMR,Cameroon,Housing,urban,78.72,28.65,141.52,408.85,1475.01
sector,199,CMR,Cameroon,Energy,urban,70.5,50.91,98.75,172.42,279.32
sector,200,CMR,Cameroon,Transport,urban,145.3,60.13,225.78,860.38,6226.72
sector,201,CMR,Cameroon,Water,urban,13.91,7.64,22.23,53.51,97.41
sector,202,CMR,Cameroon,Educationsector,urban,45.21,30.16,65.41,141.99,115.07
sector,203,CMR,Cameroon,Health,urban,46.79,30.59,67.1,160.5,287.11
sector,204,CMR,Cameroon,ICT,urban,73.73,30.42,123.03,426.01,807.57
sector,205,CMR,Cameroon,Financialservices,urban,3.59,0.37,3.86,53.45,414.06
sector,206,CMR,Cameroon,Othergoodsandservices,urban,121.49,67.1,180.42,587.14,1283.28
sector,207,CMR,Cameroon,Appliances.,urban,33.96,19.24,54.5,120.31,104.52
sector,208,CPV,Cabo Verde,Alsectors,urban,2975.06,835.85,2129.19,5251.75,13975.42
sector,209,CPV,Cabo Verde,Foodandbeverages,urban,1424.72,514.66,1173.54,2389.13,4230.45
sector,210,CPV,Cabo Verde,Clothingandfootwear,urban,80.87,18.99,55.41,150.36,389.36
sector,211,CPV,Cabo Verde,Housing,urban,504.89,100.04,327.34,942.04,2846.28
sector,212,CPV,Cabo Verde,Energy,urban,135.21,45.85,115.48,223.4,372.59
sector,213,CPV,Cabo Verde,Transport,urban,203.22,8.75,64.76,393.12,2409.49
sector,214,CPV,Cabo Verde,Water,urban,68.04,23.15,57.67,102.22,270.85
sector,215,CPV,Cabo Verde,Educationsector,urban,40.02,11.14,20.6,68.41,346.4
sector,216,CPV,Cabo Verde,Health,urban,57.14,11.71,31.83,119.27,316.95
sector,217,CPV,Cabo Verde,ICT,urban,128.93,25.55,81.53,234.51,808.04
sector,218,CPV,Cabo Verde,Financialservices,urban,18.89,0.13,5.05,52.04,129.73
sector,219,CPV,Cabo Verde,Othergoodsandservices,urban,205.48,38.05,112.25,388.67,1502.77
sector,220,CPV,Cabo Verde,Appliances.,urban,107.64,37.83,83.73,188.57,352.53
sector,221,TCD,Chad,Alsectors,urban,1097.01,661.55,1822.28,4445.18,10176.96
sector,222,TCD,Chad,Foodandbeverages,urban,662.79,420.27,1079.52,2362.67,1275.24
sector,223,TCD,Chad,Clothingandfootwear,urban,94.84,57.24,157.29,387.32,508.97
sector,224,TCD,Chad,Housing,urban,51.85,39.81,73.24,126.66,0.4
sector,225,TCD,Chad,Energy,urban,1.75,1.4,2.6,0.63,0.0
sector,226,TCD,Chad,Transport,urban,75.98,24.47,156.77,522.05,7512.66
sector,227,TCD,Chad,Water,urban,1.37,1.1,2.05,0.38,0.0
sector,228,TCD,Chad,Educationsector,urban,8.37,6.16,12.88,14.18,0.0
sector,229,TCD,Chad,Health,urban,37.07,22.81,61.85,133.32,0.0
sector,230,TCD,Chad,ICT,urban,8.92,3.37,17.1,67.05,41.72
sector,231,TCD,Chad,Financialservices,urban,0.16,0.18,0.14,0.02,0.0
sector,232,TCD,Chad,Othergoodsandservices,urban,140.48,77.05,236.43,765.48,784.56
sector,233,TCD,Chad,Appliances.,urban,13.43,7.69,22.42,65.42,53.4
sector,234,CHN,China,Alsectors,urban,3549.44,935.43,2304.35,5070.74,15187.0
sector,235,CHN,China,Foodandbeverages,urban,1214.27,429.12,902.22,1664.19,3651.25
sector,236,CHN,China,Clothingandfootwear,urban,357.81,70.57,236.26,529.77,1300.29
sector,237,CHN,China,Housing,urban,178.57,24.4,86.82,270.84,1172.62
sector,238,CHN,China,Energy,urban,187.06,77.11,143.84,248.91,533.0
sector,239,CHN,China,Transport,urban,230.48,33.4,113.4,335.97,1641.04
sector,240,CHN,China,Water,urban,19.05,7.85,14.65,25.35,54.28
sector,241,CHN,China,Educationsector,urban,255.13,65.77,164.86,365.86,1093.47
sector,242,CHN,China,Health,urban,268.93,71.12,172.14,404.33,963.16
sector,243,CHN,China,ICT,urban,323.03,41.67,160.0,478.3,2207.34
sector,244,CHN,China,Financialservices,urban,30.42,5.48,16.25,44.88,184.26
sector,245,CHN,China,Othergoodsandservices,urban,475.0,107.21,288.75,688.04,2327.61
sector,246,CHN,China,Appliances.,urban,9.69,1.74,5.17,14.29,58.67
sector,247,COL,Colombia,Alsectors,urban,4174.48,840.76,2232.42,5403.39,15706.99
sector,248,COL,Colombia,Foodandbeverages,urban,1379.38,389.23,919.28,1898.03,3515.3
sector,249,COL,Colombia,Clothingandfootwear,urban,156.68,22.29,65.65,205.11,699.36
sector,250,COL,Colombia,Housing,urban,858.36,195.92,482.19,1093.2,3131.63
sector,251,COL,Colombia,Energy,urban,127.34,54.05,97.24,159.09,289.42
sector,252,COL,Colombia,Transport,urban,414.68,40.12,173.07,494.82,2078.02
sector,253,COL,Colombia,Water,urban,38.43,10.84,27.17,49.37,103.09
sector,254,COL,Colombia,Educationsector,urban,73.94,6.36,28.74,124.99,236.22
sector,255,COL,Colombia,Health,urban,249.64,31.46,125.14,337.12,961.16
sector,256,COL,Colombia,ICT,urban,224.41,28.96,105.57,301.92,907.17
sector,257,COL,Colombia,Financialservices,urban,333.44,10.1,66.23,336.41,2372.93
sector,258,COL,Colombia,Othergoodsandservices,urban,318.18,51.42,142.15,403.34,1412.69
sector,259,COL,Colombia,Appliances.,urban,0.0,0.0,0.0,0.0,0.0
sector,260,COD,"Congo, The Democratic Republic of the",Alsectors,urban,374.23,347.08,1517.07,4021.02,58591.81
sector,261,COD,"Congo, The Democratic Republic of the",Foodandbeverages,urban,235.54,226.39,708.5,914.92,501.48
sector,262,COD,"Congo, The Democratic Republic of the",Clothingandfootwear,urban,20.49,18.34,132.35,146.36,24.26
sector,263,COD,"Congo, The Democratic Republic of the",Housing,urban,13.89,12.11,103.54,388.07,0.0
sector,264,COD,"Congo, The Democratic Republic of the",Energy,urban,20.83,20.06,60.31,73.81,122.85
sector,265,COD,"Congo, The Democratic Republic of the",Transport,urban,16.46,13.48,156.07,1479.16,0.0
sector,266,COD,"Congo, The Democratic Republic of the",Water,urban,6.87,6.34,33.68,72.12,59.74
sector,267,COD,"Congo, The Democratic Republic of the",Educationsector,urban,14.97,14.02,64.46,69.89,7.57
sector,268,COD,"Congo, The Democratic Republic of the",Health,urban,13.37,8.41,32.98,26.2,57806.01
sector,269,COD,"Congo, The Democratic Republic of the",ICT,urban,7.32,5.78,84.37,358.92,8.09
sector,270,COD,"Congo, The Democratic Republic of the",Financialservices,urban,0.01,0.0,0.25,22.76,0.0
sector,271,COD,"Congo, The Democratic Republic of the",Othergoodsandservices,urban,18.83,16.94,112.95,440.93,45.26
sector,272,COD,"Congo, The Democratic Republic of the",Appliances.,urban,5.65,5.22,27.61,27.9,16.57
sector,273,COG,Congo,Alsectors,urban,1560.29,768.07,1931.89,4656.9,12937.97
sector,274,COG,Congo,Foodandbeverages,urban,764.71,375.9,1012.55,2028.21,2404.12
sector,275,COG,Congo,Clothingandfootwear,urban,75.8,29.56,97.23,275.88,414.72
sector,276,COG,Congo,Housing,urban,198.56,126.15,218.12,559.9,1697.92
sector,277,COG,Congo,Energy,urban,59.9,36.85,72.44,144.28,265.72
sector,278,COG,Congo,Transport,urban,120.09,45.86,114.94,481.89,5173.09
sector,279,COG,Congo,Water,urban,22.69,14.7,25.94,60.67,79.1
sector,280,COG,Congo,Educationsector,urban,41.99,21.03,50.97,137.01,213.14
sector,281,COG,Congo,Health,urban,55.16,32.64,69.75,122.75,222.02
sector,282,COG,Congo,ICT,urban,76.05,23.89,94.39,321.31,869.25
sector,283,COG,Congo,Financialservices,urban,1.26,0.18,0.87,9.39,64.26
sector,284,COG,Congo,Othergoodsandservices,urban,105.54,43.17,125.38,396.17,1382.45
sector,285,COG,Congo,Appliances.,urban,38.54,18.14,49.29,119.46,152.18
sector,286,CIV,Côte d'Ivoire,Alsectors,urban,1761.78,789.55,1946.26,4891.28,11678.88
sector,287,CIV,Côte d'Ivoire,Foodandbeverages,urban,718.02,378.83,829.48,1621.87,3050.97
sector,288,CIV,Côte d'Ivoire,Clothingandfootwear,urban,100.98,46.8,112.24,280.8,455.6
sector,289,CIV,Côte d'Ivoire,Housing,urban,236.68,89.73,249.06,738.66,2722.08
sector,290,CIV,Côte d'Ivoire,Energy,urban,56.06,35.8,66.74,91.2,151.08
sector,291,CIV,Côte d'Ivoire,Transport,urban,174.56,48.9,169.64,702.1,1990.02
sector,292,CIV,Côte d'Ivoire,Water,urban,20.2,11.17,24.35,38.64,70.7
sector,293,CIV,Côte d'Ivoire,Educationsector,urban,36.28,18.8,41.46,90.05,77.14
sector,294,CIV,Côte d'Ivoire,Health,urban,74.2,34.01,87.31,183.71,315.17
sector,295,CIV,Côte d'Ivoire,ICT,urban,185.29,61.93,201.53,617.08,1500.22
sector,296,CIV,Côte d'Ivoire,Financialservices,urban,3.59,0.43,2.98,19.2,53.27
sector,297,CIV,Côte d'Ivoire,Othergoodsandservices,urban,135.2,53.45,139.84,446.39,1143.38
sector,298,CIV,Côte d'Ivoire,Appliances.,urban,20.73,9.69,21.66,61.59,149.24
sector,299,DJI,Djibouti,Alsectors,urban,2122.23,843.05,1995.39,4910.12,12690.8
sector,300,DJI,Djibouti,Foodandbeverages,urban,829.77,437.43,874.15,1459.69,1649.6
sector,301,DJI,Djibouti,Clothingandfootwear,urban,66.27,28.29,66.67,142.98,161.5
sector,302,DJI,Djibouti,Housing,urban,423.37,174.41,403.96,990.12,1607.38
sector,303,DJI,Djibouti,Energy,urban,273.21,67.59,238.17,835.09,1008.85
sector,304,DJI,Djibouti,Transport,urban,138.33,39.47,152.49,288.42,269.68
sector,305,DJI,Djibouti,Water,urban,77.82,26.34,76.29,188.04,255.63
sector,306,DJI,Djibouti,Educationsector,urban,10.89,5.41,11.9,18.99,4.13
sector,307,DJI,Djibouti,Health,urban,34.64,10.52,33.54,88.1,113.22
sector,308,DJI,Djibouti,ICT,urban,0.0,0.0,0.0,0.0,0.0
sector,309,DJI,Djibouti,Financialservices,urban,0.0,0.0,0.0,0.0,0.0
sector,310,DJI,Djibouti,Othergoodsandservices,urban,246.88,41.61,116.24,862.78,7576.68
sector,311,DJI,Djibouti,Appliances.,urban,21.06,11.98,21.97,35.91,44.14
sector,312,EGY,Egypt,Alsectors,urban,1736.76,897.13,1835.7,4913.76,13263.63
sector,313,EGY,Egypt,Foodandbeverages,urban,760.03,463.86,852.89,1613.43,2756.77
sector,314,EGY,Egypt,Clothingandfootwear,urban,93.31,53.76,102.78,221.86,453.88
sector,315,EGY,Egypt,Housing,urban,269.77,122.75,263.86,875.59,3717.3
sector,316,EGY,Egypt,Energy,urban,42.58,26.11,45.17,101.02,255.23
sector,317,EGY,Egypt,Transport,urban,93.57,30.15,85.29,420.49,1378.16
sector,318,EGY,Egypt,Water,urban,12.12,6.63,12.78,31.84,96.78
sector,319,EGY,Egypt,Educationsector,urban,79.77,26.93,77.58,335.37,931.05
sector,320,EGY,Egypt,Health,urban,126.52,46.34,130.17,460.88,1390.15
sector,321,EGY,Egypt,ICT,urban,59.32,22.24,64.98,189.91,561.67
sector,322,EGY,Egypt,Financialservices,urban,1.52,0.67,1.67,4.12,15.94
sector,323,EGY,Egypt,Othergoodsandservices,urban,173.07,82.74,170.84,602.39,1578.43
sector,324,EGY,Egypt,Appliances.,urban,25.17,14.93,27.7,56.86,128.28
sector,325,SLV,El Salvador,Alsectors,urban,1816.81,628.79,2128.67,4653.37,13560.05
sector,326,SLV,El Salvador,Foodandbeverages,urban,1104.36,185.66,1365.04,3034.65,11678.64
sector,327,SLV,El Salvador,Clothingandfootwear,urban,51.67,37.54,54.99,96.79,108.57
sector,328,SLV,El Salvador,Housing,urban,135.64,60.04,140.18,424.5,561.46
sector,329,SLV,El Salvador,Energy,urban,118.72,90.0,129.53,195.43,199.72
sector,330,SLV,El Salvador,Transport,urban,51.99,22.2,57.38,146.19,245.08
sector,331,SLV,El Salvador,Water,urban,0.0,0.0,0.0,0.0,0.0
sector,332,SLV,El Salvador,Educationsector,urban,0.0,0.0,0.0,0.0,0.0
sector,333,SLV,El Salvador,Health,urban,34.4,12.01,32.72,123.75,250.05
sector,334,SLV,El Salvador,ICT,urban,89.67,56.73,101.01,182.82,180.52
sector,335,SLV,El Salvador,Financialservices,urban,1.01,0.33,0.9,4.59,2.47
sector,336,SLV,El Salvador,Othergoodsandservices,urban,149.42,101.04,161.76,314.51,213.02
sector,337,SLV,El Salvador,Appliances.,urban,79.91,63.22,85.15,130.15,120.52
sector,338,ETH,Ethiopia,Alsectors,urban,1440.72,816.29,1806.14,4563.64,17552.56
sector,339,ETH,Ethiopia,Foodandbeverages,urban,725.15,491.56,900.47,1646.11,1928.3
sector,340,ETH,Ethiopia,Clothingandfootwear,urban,128.07,60.22,175.78,427.04,691.79
sector,341,ETH,Ethiopia,Housing,urban,149.97,76.8,182.08,734.51,806.65
sector,342,ETH,Ethiopia,Energy,urban,82.98,56.58,104.9,163.13,134.81
sector,343,ETH,Ethiopia,Transport,urban,90.38,22.0,95.63,366.59,11137.44
sector,344,ETH,Ethiopia,Water,urban,14.65,9.26,18.38,40.82,35.52
sector,345,ETH,Ethiopia,Educationsector,urban,31.86,16.94,44.48,74.69,51.21
sector,346,ETH,Ethiopia,Health,urban,9.89,5.81,12.83,27.69,27.75
sector,347,ETH,Ethiopia,ICT,urban,37.89,5.38,50.08,280.31,1111.99
sector,348,ETH,Ethiopia,Financialservices,urban,0.61,0.12,0.97,2.84,1.21
sector,349,ETH,Ethiopia,Othergoodsandservices,urban,155.29,65.15,201.3,751.18,1574.24
sector,350,ETH,Ethiopia,Appliances.,urban,13.98,6.47,19.26,48.74,51.65
sector,351,FJI,Fiji,Alsectors,urban,2388.82,819.34,2067.07,5028.96,12306.13
sector,352,FJI,Fiji,Foodandbeverages,urban,770.27,366.97,755.88,1339.33,2095.05
sector,353,FJI,Fiji,Clothingandfootwear,urban,88.54,24.95,76.0,204.46,355.02
sector,354,FJI,Fiji,Housing,urban,203.61,31.98,157.48,507.28,1517.93
sector,355,FJI,Fiji,Energy,urban,149.32,71.27,150.58,244.07,448.65
sector,356,FJI,Fiji,Transport,urban,340.41,105.41,278.47,743.78,2253.77
sector,357,FJI,Fiji,Water,urban,39.66,24.86,39.41,59.38,92.9
sector,358,FJI,Fiji,Educationsector,urban,117.93,35.7,90.05,287.41,659.41
sector,359,FJI,Fiji,Health,urban,50.64,13.49,40.63,124.47,231.34
sector,360,FJI,Fiji,ICT,urban,150.95,28.67,120.19,357.19,1137.36
sector,361,FJI,Fiji,Financialservices,urban,134.03,13.75,87.3,359.61,1446.73
sector,362,FJI,Fiji,Othergoodsandservices,urban,315.21,92.29,245.07,745.24,1955.37
sector,363,FJI,Fiji,Appliances.,urban,28.24,10.01,26.02,56.74,112.59
sector,364,GAB,Gabon,Alsectors,urban,2634.98,878.54,2111.73,5027.76,14050.47
sector,365,GAB,Gabon,Foodandbeverages,urban,957.62,429.13,867.82,1658.48,2782.56
sector,366,GAB,Gabon,Clothingandfootwear,urban,131.85,33.54,101.25,289.61,604.49
sector,367,GAB,Gabon,Housing,urban,540.48,163.68,414.32,1037.35,3492.03
sector,368,GAB,Gabon,Energy,urban,138.8,49.75,119.72,246.17,639.82
sector,369,GAB,Gabon,Transport,urban,275.59,51.26,174.39,576.43,2673.22
sector,370,GAB,Gabon,Water,urban,42.45,10.82,32.66,89.95,220.57
sector,371,GAB,Gabon,Educationsector,urban,48.39,15.51,42.72,94.45,143.36
sector,372,GAB,Gabon,Health,urban,64.15,25.43,56.62,117.76,203.8
sector,373,GAB,Gabon,ICT,urban,140.65,20.33,93.91,331.28,982.94
sector,374,GAB,Gabon,Financialservices,urban,24.99,0.62,6.94,62.99,425.63
sector,375,GAB,Gabon,Othergoodsandservices,urban,200.34,51.65,139.29,397.59,1649.88
sector,376,GAB,Gabon,Appliances.,urban,69.67,26.81,62.09,125.72,232.17
sector,377,GMB,Gambia,Alsectors,urban,1439.53,684.58,1961.31,4728.02,10693.52
sector,378,GMB,Gambia,Foodandbeverages,urban,841.71,443.47,1164.06,2381.44,1919.28
sector,379,GMB,Gambia,Clothingandfootwear,urban,162.05,75.22,230.28,500.62,884.02
sector,380,GMB,Gambia,Housing,urban,35.65,8.75,45.15,192.83,970.31
sector,381,GMB,Gambia,Energy,urban,45.33,17.5,62.19,179.99,372.83
sector,382,GMB,Gambia,Transport,urban,47.07,12.61,55.41,252.64,2206.49
sector,383,GMB,Gambia,Water,urban,6.57,1.53,7.22,43.89,89.72
sector,384,GMB,Gambia,Educationsector,urban,17.33,7.97,22.77,62.59,202.36
sector,385,GMB,Gambia,Health,urban,19.71,12.36,26.2,44.12,94.7
sector,386,GMB,Gambia,ICT,urban,48.07,17.01,64.06,212.33,515.19
sector,387,GMB,Gambia,Financialservices,urban,3.67,0.33,3.22,29.49,270.86
sector,388,GMB,Gambia,Othergoodsandservices,urban,210.43,86.74,278.3,821.77,3165.67
sector,389,GMB,Gambia,Appliances.,urban,1.93,1.08,2.43,6.32,2.07
sector,390,GHA,Ghana,Alsectors,urban,1826.08,804.71,1961.56,4869.35,14044.64
sector,391,GHA,Ghana,Foodandbeverages,urban,831.15,420.39,941.39,1882.28,2634.84
sector,392,GHA,Ghana,Clothingandfootwear,urban,132.5,56.35,147.87,352.21,534.1
sector,393,GHA,Ghana,Housing,urban,99.68,45.03,106.59,268.45,658.17
sector,394,GHA,Ghana,Energy,urban,97.18,52.88,110.71,198.8,358.58
sector,395,GHA,Ghana,Transport,urban,191.62,28.22,134.59,929.36,6374.08
sector,396,GHA,Ghana,Water,urban,31.77,20.27,33.12,65.15,212.91
sector,397,GHA,Ghana,Educationsector,urban,175.69,89.74,205.88,351.55,673.58
sector,398,GHA,Ghana,Health,urban,25.35,12.73,28.68,56.8,108.34
sector,399,GHA,Ghana,ICT,urban,77.54,14.75,78.59,304.31,832.08
sector,400,GHA,Ghana,Financialservices,urban,7.91,1.88,7.09,28.28,232.5
sector,401,GHA,Ghana,Othergoodsandservices,urban,124.81,48.9,132.44,352.79,1305.91
sector,402,GHA,Ghana,Appliances.,urban,30.86,13.58,34.61,79.38,119.55
sector,403,GTM,Guatemala,Alsectors,urban,4169.13,912.68,2185.4,5371.48,15036.06
sector,404,GTM,Guatemala,Foodandbeverages,urban,1306.28,478.21,952.16,1737.25,2891.48
sector,405,GTM,Guatemala,Clothingandfootwear,urban,149.22,43.04,91.21,189.14,467.1
sector,406,GTM,Guatemala,Housing,urban,755.58,127.52,316.06,994.21,3119.83
sector,407,GTM,Guatemala,Energy,urban,176.61,63.18,137.64,208.51,434.17
sector,408,GTM,Guatemala,Transport,urban,362.59,16.56,81.13,376.61,2251.36
sector,409,GTM,Guatemala,Water,urban,19.11,2.59,9.62,25.09,71.67
sector,410,GTM,Guatemala,Educationsector,urban,127.78,5.01,30.06,153.71,718.16
sector,411,GTM,Guatemala,Health,urban,269.09,23.03,102.24,390.57,1076.28
sector,412,GTM,Guatemala,ICT,urban,118.12,4.31,28.11,156.94,613.98
sector,413,GTM,Guatemala,Financialservices,urban,85.71,3.27,23.61,80.54,538.26
sector,414,GTM,Guatemala,Othergoodsandservices,urban,657.31,127.38,332.98,854.0,2430.1
sector,415,GTM,Guatemala,Appliances.,urban,141.73,18.58,80.59,204.92,423.65
sector,416,GIN,Guinea,Alsectors,urban,1225.66,799.09,1778.14,3943.17,
sector,417,GIN,Guinea,Foodandbeverages,urban,777.18,534.36,1097.17,2055.49,
sector,418,GIN,Guinea,Clothingandfootwear,urban,52.68,34.71,76.24,152.76,
sector,419,GIN,Guinea,Housing,urban,46.65,32.79,62.9,218.64,
sector,420,GIN,Guinea,Energy,urban,52.27,40.36,67.73,126.83,
sector,421,GIN,Guinea,Transport,urban,91.78,37.74,159.63,540.26,
sector,422,GIN,Guinea,Water,urban,6.39,3.99,9.43,25.24,
sector,423,GIN,Guinea,Educationsector,urban,20.57,11.16,32.91,72.61,
sector,424,GIN,Guinea,Health,urban,36.59,23.42,54.1,97.96,
sector,425,GIN,Guinea,ICT,urban,32.7,16.52,53.72,133.0,
sector,426,GIN,Guinea,Financialservices,urban,0.46,0.06,0.97,2.91,
sector,427,GIN,Guinea,Othergoodsandservices,urban,66.87,41.26,97.65,347.56,
sector,428,GIN,Guinea,Appliances.,urban,41.53,22.74,65.69,169.9,
sector,429,HND,Honduras,Alsectors,urban,2123.81,752.08,2010.79,5114.68,14186.54
sector,430,HND,Honduras,Foodandbeverages,urban,1169.69,603.51,1356.96,1926.68,2029.93
sector,431,HND,Honduras,Clothingandfootwear,urban,54.14,11.83,46.24,172.82,334.83
sector,432,HND,Honduras,Housing,urban,106.86,30.7,94.45,309.4,652.29
sector,433,HND,Honduras,Energy,urban,0.0,0.0,0.0,0.0,0.0
sector,434,HND,Honduras,Transport,urban,511.56,41.78,292.55,1856.77,8274.64
sector,435,HND,Honduras,Water,urban,0.0,0.0,0.0,0.0,0.0
sector,436,HND,Honduras,Educationsector,urban,0.0,0.0,0.0,0.0,0.0
sector,437,HND,Honduras,Health,urban,2.07,0.33,1.24,6.72,34.53
sector,438,HND,Honduras,ICT,urban,18.31,2.24,14.71,59.9,180.81
sector,439,HND,Honduras,Financialservices,urban,9.61,0.33,3.07,37.19,236.24
sector,440,HND,Honduras,Othergoodsandservices,urban,171.42,36.35,126.28,524.04,2067.89
sector,441,HND,Honduras,Appliances.,urban,80.15,25.02,75.28,221.17,375.39
